id,timestamp,rpm,motor_power,torque,outlet_pressure_bar,air_flow,noise_db,outlet_temp,wpump_outlet_press,water_inlet_temp,water_outlet_temp,wpump_power,water_flow,oilpump_power,oil_tank_temp,gaccx,gaccy,gaccz,haccx,haccy,haccz,bearings,wpump,radiator,exvalve,acmotor,kw_consumption,load_pct,compressor_size_kw,condition_label,failure_next_24h
11,2020-01-01T00:18:56,1491.38,72063.04,454.261,7.009,13824.63,71.01,81.77,3.462,26.67,36.21,3191.82,94.93,1411.75,73.89,0.5341,0.4233,4.1872,1.1452,1.0608,6.0793,Ok,Ok,Clean,Clean,Stable,72.063,57.48,110,Normal,0
12,2020-01-01T00:20:49,1487.78,75714.53,485.827,7.11,14289.87,72.06,85.86,3.149,27.01,36.62,3010.62,98.61,1326.62,72.17,0.4482,0.4453,4.4408,1.3184,1.135,6.4567,Ok,Ok,Clean,Clean,Stable,75.715,60.45,110,Normal,0
13,2020-01-01T00:22:43,1481.88,82177.83,525.386,7.086,16116.9,74.8,81.94,3.241,25.9,38.57,3023.31,99.46,1424.69,74.38,0.4969,0.4818,4.4169,1.2249,1.3085,6.9013,Ok,Ok,Clean,Clean,Stable,82.178,66.92,110,Normal,0
14,2020-01-01T00:24:36,1494.04,75411.31,481.691,7.177,14134.18,73.58,84.88,3.136,27.14,38.61,3168.27,99.29,1297.35,73.39,0.4189,0.4485,4.4098,1.1592,1.122,6.4533,Ok,Ok,Clean,Clean,Stable,75.411,59.88,110,Normal,0
15,2020-01-01T00:26:30,1486.12,72094.44,470.248,7.191,14008.63,74.43,81.34,3.437,26.61,36.56,3024.1,99.48,1370.29,73.75,0.5156,0.4595,4.4021,1.2336,1.1456,6.1685,Ok,Ok,Clean,Clean,Stable,72.094,56.91,110,Normal,0
16,2020-01-01T00:28:24,1495.68,74802.42,495.643,7.105,14634.08,73.55,82.71,3.411,26.06,34.06,3285.7,94.5,1410.13,73.3,0.5425,0.4683,4.2371,1.0082,1.2538,6.4485,Ok,Ok,Clean,Clean,Stable,74.802,58.77,110,Normal,0
17,2020-01-01T00:30:17,1489.44,73028.53,462.84,7.164,13929.35,72.25,82.76,3.063,26.86,36.84,3054.4,99.63,1424.34,73.91,0.5278,0.3884,4.1418,1.2046,1.1632,6.0708,Ok,Ok,Clean,Clean,Stable,73.029,56.61,110,Normal,0
18,2020-01-01T00:32:11,1487.32,73522.3,469.645,7.158,14075.32,71.85,81.75,3.097,26.95,37.82,3031.7,96.58,1375.21,74.29,0.5305,0.3925,4.285,1.153,1.0367,6.3479,Ok,Ok,Clean,Clean,Stable,73.522,58.33,110,Normal,0
19,2020-01-01T00:34:04,1487.29,45344.6,293.82,6.867,7053.83,68.91,77.19,3.596,25.92,35.13,3145.83,104.78,1271.23,67.56,0.4075,0.3663,3.356,0.9947,1.2037,4.443,Ok,Ok,Clean,Clean,Stable,45.345,26.48,110,Normal,0
20,2020-01-01T00:35:58,1480.01,76312.04,496.817,7.086,14749.72,71.77,82.34,3.432,24.68,35.82,3077.9,97.17,1349.65,74.27,0.4951,0.3852,4.2998,1.2402,1.2042,6.4052,Ok,Ok,Clean,Clean,Stable,76.312,61.62,110,Normal,0
21,2020-01-01T00:37:51,1489.01,79220.03,507.064,7.215,15045.94,72.92,85.04,3.358,25.08,35.85,3148.23,96.71,1407.65,72.67,0.4877,0.4277,4.4376,1.243,1.1371,6.748,Ok,Ok,Clean,Clean,Stable,79.22,63.28,110,Normal,0
22,2020-01-01T00:39:45,1496.4,76224.6,484.394,7.22,15065.61,72.99,86.05,3.289,26.57,36.98,3148.59,99.12,1471.56,74.39,0.4733,0.4644,4.4001,1.2091,1.1819,6.6614,Ok,Ok,Clean,Clean,Stable,76.225,61.94,110,Normal,0
23,2020-01-01T00:41:38,1500.39,72293.11,463.267,7.112,13448.15,74.69,85.05,3.166,27.36,39.07,3000.39,99.23,1371.83,74.61,0.4523,0.4174,4.2938,1.2273,1.1692,6.1661,Ok,Ok,Clean,Clean,Stable,72.293,58.75,110,Normal,0
24,2020-01-01T00:43:32,1479.16,75015.86,484.313,7.166,14488.46,72.12,86.66,3.352,27.46,38.13,3047.59,95.26,1424.04,75.06,0.5036,0.4235,4.2511,1.2419,1.3246,6.1319,Ok,Ok,Clean,Clean,Stable,75.016,59.78,110,Normal,0
25,2020-01-01T00:45:26,1490.78,79049.7,503.816,7.194,14402.14,73.75,82.71,3.476,27.43,40.83,3196.55,99.69,1347.84,74.33,0.5194,0.4693,4.371,1.0019,1.1411,6.6198,Ok,Ok,Clean,Clean,Stable,79.05,61.33,110,Normal,0
26,2020-01-01T00:47:19,1485.37,76876.59,490.708,7.12,14991.84,73.27,83.99,3.258,26.24,38.61,3223.83,99.46,1357.61,72.3,0.5742,0.4823,4.456,1.3009,1.1014,6.5712,Ok,Ok,Clean,Clean,Stable,76.877,62.18,110,Normal,0
27,2020-01-01T00:49:13,1480.29,74680.0,486.462,7.062,14336.83,70.84,85.08,2.937,25.32,37.81,3190.56,97.99,1386.86,71.57,0.4647,0.4418,4.2753,1.0346,1.1414,6.2004,Ok,Ok,Clean,Clean,Stable,74.68,58.21,110,Normal,0
28,2020-01-01T00:51:06,1491.79,77757.02,497.702,7.126,14902.42,73.57,87.03,3.26,26.67,37.8,3138.54,94.84,1426.17,74.95,0.5502,0.4107,4.0523,1.2232,1.2248,6.3575,Ok,Ok,Clean,Clean,Stable,77.757,61.82,110,Normal,0
29,2020-01-01T00:53:00,1479.56,75013.29,496.271,7.0,14611.35,73.11,84.34,3.271,25.77,37.88,2964.87,96.03,1332.14,72.43,0.502,0.4969,4.3378,1.1531,1.0987,6.3501,Ok,Ok,Clean,Clean,Stable,75.013,59.5,110,Normal,0
30,2020-01-01T00:54:53,1495.94,76545.75,493.733,7.067,14721.52,72.32,83.21,3.24,26.0,38.32,3159.88,94.37,1395.41,73.09,0.4909,0.4211,4.3605,1.2012,1.1751,6.4027,Ok,Ok,Clean,Clean,Stable,76.546,61.59,110,Normal,0
31,2020-01-01T00:56:47,1485.95,79183.12,517.158,7.145,14851.86,72.82,85.57,3.27,25.25,37.24,3163.63,98.54,1310.14,73.91,0.5499,0.416,4.3271,1.0763,1.2028,6.5935,Ok,Ok,Clean,Clean,Stable,79.183,61.27,110,Normal,0
32,2020-01-01T00:58:41,1483.16,75934.78,489.069,7.124,14511.58,71.45,85.42,3.512,26.22,38.7,3093.21,92.39,1384.04,74.62,0.5192,0.4761,4.3066,1.2812,1.3289,6.4838,Ok,Ok,Clean,Clean,Stable,75.935,60.59,110,Normal,0
33,2020-01-01T01:00:34,1499.08,83302.83,527.255,7.157,15637.8,70.88,81.84,3.523,25.76,39.81,3053.79,98.31,1482.52,75.65,0.5097,0.4523,4.7767,1.1465,1.1826,6.769,Ok,Ok,Clean,Clean,Stable,83.303,66.84,110,Normal,0
34,2020-01-01T01:02:28,1488.11,81821.61,524.973,7.272,15828.78,74.66,83.67,3.559,25.83,37.52,2999.66,98.2,1440.6,72.9,0.4923,0.4834,4.5432,1.1789,1.2212,6.6419,Ok,Ok,Clean,Clean,Stable,81.822,66.2,110,Normal,0
35,2020-01-01T01:04:21,1499.87,79066.55,508.452,7.222,15104.94,74.38,84.43,3.518,26.0,39.21,3239.56,95.37,1443.05,74.28,0.5554,0.4363,4.3205,1.2566,1.2481,6.7075,Ok,Ok,Clean,Clean,Stable,79.067,63.88,110,Normal,0
36,2020-01-01T01:06:15,1482.8,77890.31,506.45,7.242,14782.78,72.03,81.67,3.513,26.11,36.37,3219.49,97.49,1396.52,74.63,0.4693,0.4216,4.5781,1.2056,1.1743,6.6791,Ok,Ok,Clean,Clean,Stable,77.89,62.95,110,Normal,0
37,2020-01-01T01:08:08,1492.63,80076.39,510.003,7.259,15950.01,72.04,84.76,3.698,25.7,38.66,3155.9,97.0,1453.89,74.6,0.4806,0.4518,4.7063,1.2374,1.3301,6.874,Ok,Ok,Clean,Clean,Stable,80.076,67.25,110,Normal,0
38,2020-01-01T01:10:02,1489.37,79349.38,513.454,7.165,15356.12,72.81,83.12,3.157,25.99,38.05,3105.42,95.49,1425.2,74.81,0.4763,0.4879,4.5659,1.1953,0.9645,6.7552,Ok,Ok,Clean,Clean,Stable,79.349,64.23,110,Normal,0
39,2020-01-01T01:11:56,1488.42,79615.81,506.247,7.128,15775.0,71.98,81.17,3.259,24.42,35.15,3066.84,97.8,1413.84,75.08,0.5082,0.514,4.7086,1.2552,1.0916,6.6709,Ok,Ok,Clean,Clean,Stable,79.616,66.18,110,Normal,0
40,2020-01-01T01:13:49,1481.97,75645.9,494.841,7.115,14624.9,73.64,82.62,3.363,26.97,37.52,3263.96,96.76,1455.95,73.32,0.4671,0.4222,4.3673,1.1147,1.2047,6.4592,Ok,Ok,Clean,Clean,Stable,75.646,60.0,110,Normal,0
41,2020-01-01T01:15:43,1483.87,80241.95,514.661,7.201,15910.39,74.38,83.48,3.324,25.6,37.51,3188.96,99.0,1421.37,73.85,0.5041,0.439,4.5865,1.2053,1.3202,6.7229,Ok,Ok,Clean,Clean,Stable,80.242,66.62,110,Normal,0
42,2020-01-01T01:17:36,1496.71,79580.0,522.926,7.217,14574.38,71.45,85.31,3.459,27.38,38.56,3093.46,96.05,1367.31,75.28,0.4891,0.4475,4.3927,1.146,1.0744,6.4465,Ok,Ok,Clean,Clean,Stable,79.58,61.55,110,Normal,0
43,2020-01-01T01:19:30,1496.31,75967.31,486.416,7.112,14972.06,73.05,88.55,3.225,27.9,39.95,3130.66,96.59,1304.5,72.84,0.507,0.4117,4.5244,1.1737,1.2472,6.4714,Ok,Ok,Clean,Clean,Stable,75.967,62.81,110,Normal,0
44,2020-01-01T01:21:23,1487.92,79954.89,513.795,7.1,15653.62,72.35,84.18,3.363,28.06,40.81,3101.48,95.01,1357.29,75.09,0.5387,0.4699,4.8083,1.2297,1.2477,7.0145,Ok,Ok,Clean,Clean,Stable,79.955,66.95,110,Normal,0
45,2020-01-01T01:23:17,1502.47,76371.51,489.069,7.302,13829.69,73.52,84.43,3.564,26.43,36.66,3146.76,98.48,1431.85,73.09,0.4977,0.4251,4.1561,1.2463,1.1225,6.3733,Ok,Ok,Clean,Clean,Stable,76.372,59.87,110,Normal,0
46,2020-01-01T01:25:11,1484.82,75340.42,486.529,7.065,14230.72,72.25,85.33,3.448,27.27,35.65,3074.95,97.9,1385.39,74.37,0.534,0.4427,4.3061,1.1657,1.1689,6.4371,Ok,Ok,Clean,Clean,Stable,75.34,59.89,110,Normal,0
47,2020-01-01T01:27:04,1485.58,79353.25,517.869,7.132,15609.52,71.4,84.93,3.338,27.38,39.53,2923.74,95.93,1405.06,76.2,0.5605,0.4809,4.4075,1.2477,1.2991,6.654,Ok,Ok,Clean,Clean,Stable,79.353,64.31,110,Normal,0
48,2020-01-01T01:28:58,1488.23,74765.11,486.1,7.15,15007.3,72.55,83.21,3.449,26.67,35.82,3124.44,99.17,1398.48,73.54,0.4776,0.4168,4.4073,1.1938,1.1781,6.8936,Ok,Ok,Clean,Clean,Stable,74.765,61.45,110,Normal,0
49,2020-01-01T01:30:51,1487.91,77625.62,491.451,7.062,14728.22,73.52,83.06,3.101,25.99,36.4,3029.27,95.68,1488.99,71.99,0.4905,0.4384,4.2807,1.1529,1.1792,6.2946,Ok,Ok,Clean,Clean,Stable,77.626,61.42,110,Normal,0
50,2020-01-01T01:32:45,1493.82,78446.17,509.171,7.238,15089.68,72.21,86.2,3.109,26.95,36.83,3243.6,98.73,1360.02,73.71,0.4846,0.447,4.386,1.2432,1.1307,6.5208,Ok,Ok,Clean,Clean,Stable,78.446,62.64,110,Normal,0
51,2020-01-01T01:34:38,1494.12,76600.44,487.071,7.079,14935.34,72.68,84.06,3.394,26.88,37.27,3252.01,98.27,1424.85,74.52,0.4934,0.3594,4.5711,1.2455,1.1519,7.1539,Ok,Ok,Clean,Clean,Stable,76.6,63.14,110,Normal,0
52,2020-01-01T01:36:32,1491.1,83981.76,536.113,7.259,16148.61,74.4,85.92,3.292,24.99,36.91,3283.3,96.95,1375.25,76.89,0.5561,0.4171,4.7376,1.3575,1.1635,7.0087,Ok,Ok,Clean,Clean,Stable,83.982,69.14,110,Normal,0
53,2020-01-01T01:38:26,1486.63,78234.45,500.153,7.078,15755.26,72.94,83.84,3.343,26.23,37.16,3191.1,96.72,1478.75,74.23,0.4325,0.446,4.7636,1.2306,1.2147,6.7263,Ok,Ok,Clean,Clean,Stable,78.234,64.72,110,Normal,0
54,2020-01-01T01:40:19,1490.2,83435.5,528.748,7.126,16118.79,72.21,84.92,3.437,26.97,38.89,3094.06,96.83,1499.34,75.04,0.502,0.4966,4.6068,1.3936,1.1777,6.9313,Ok,Ok,Clean,Clean,Stable,83.435,69.63,110,Normal,0
55,2020-01-01T01:42:13,1485.8,75414.89,495.308,7.238,14762.97,72.07,85.63,3.183,26.79,37.27,3216.77,98.36,1368.21,75.09,0.4758,0.49,4.3115,1.1364,1.2219,6.6585,Ok,Ok,Clean,Clean,Stable,75.415,60.88,110,Normal,0
56,2020-01-01T01:44:06,1481.78,79979.22,502.16,7.247,15686.49,71.2,84.55,2.979,27.37,38.02,3206.69,94.97,1344.56,72.88,0.494,0.4297,4.6117,1.1536,1.312,6.863,Ok,Ok,Clean,Clean,Stable,79.979,66.49,110,Normal,0
57,2020-01-01T01:46:00,1497.18,76579.09,485.122,7.231,14522.77,73.66,83.02,3.254,25.13,35.81,3159.11,95.08,1454.3,72.13,0.587,0.4774,4.5486,1.2581,1.0399,6.6255,Ok,Ok,Clean,Clean,Stable,76.579,60.88,110,Normal,0
58,2020-01-01T01:47:53,1481.14,75365.57,480.426,7.13,15081.04,72.72,85.64,3.492,26.61,36.24,3111.88,96.23,1385.91,71.94,0.5203,0.4106,4.2642,1.2916,1.2645,6.5888,Ok,Ok,Clean,Clean,Stable,75.366,60.9,110,Normal,0
59,2020-01-01T01:49:47,1485.56,80931.11,507.302,7.135,15489.6,73.91,84.24,3.193,27.02,37.87,3142.77,97.42,1461.75,75.14,0.5009,0.4049,4.6771,1.2915,1.2113,6.6668,Ok,Ok,Clean,Clean,Stable,80.931,65.51,110,Normal,0
60,2020-01-01T01:51:41,1482.42,51074.44,331.175,7.19,8162.99,71.21,74.99,3.199,26.68,34.6,3029.9,101.51,1240.17,67.69,0.4027,0.3859,3.0707,0.8973,0.9395,4.7261,Ok,Ok,Clean,Clean,Stable,51.074,29.33,110,Normal,0
61,2020-01-01T01:53:34,1484.85,80119.32,516.185,7.353,15451.37,74.94,84.41,3.396,27.14,37.31,3034.37,97.23,1356.31,72.85,0.5211,0.4693,4.5709,1.203,1.1642,6.9139,Ok,Ok,Clean,Clean,Stable,80.119,64.52,110,Normal,0
62,2020-01-01T01:55:28,1485.89,83865.49,547.237,7.098,16739.37,73.66,82.86,3.287,26.21,39.6,3096.44,93.21,1403.16,75.09,0.6069,0.4327,4.4762,1.2576,1.1886,7.0097,Ok,Ok,Clean,Clean,Stable,83.865,68.93,110,Normal,0
63,2020-01-01T01:57:21,1492.72,80598.1,507.801,7.06,15875.55,72.89,84.59,3.203,26.91,38.61,3254.49,93.41,1361.7,76.38,0.5053,0.4974,4.7538,1.2672,1.1698,6.9044,Ok,Ok,Clean,Clean,Stable,80.598,66.17,110,Normal,0
64,2020-01-01T01:59:15,1480.38,80949.94,520.169,7.159,15931.92,74.13,88.51,3.236,26.21,37.03,3166.73,98.36,1471.85,73.12,0.5258,0.4074,4.6378,1.1472,1.1132,6.5154,Ok,Ok,Clean,Clean,Stable,80.95,67.05,110,Normal,0
65,2020-01-01T02:01:08,1484.54,77152.98,489.534,7.213,14359.87,72.06,85.1,3.287,25.64,35.44,3085.13,97.02,1385.7,73.08,0.4802,0.3837,4.3233,1.1604,1.1985,6.157,Ok,Ok,Clean,Clean,Stable,77.153,60.89,110,Normal,0
66,2020-01-01T02:03:02,1490.36,79304.48,516.022,7.171,15706.32,70.46,84.32,3.326,26.09,38.1,3196.08,98.18,1351.83,74.67,0.5491,0.3991,4.5355,1.1956,1.181,6.4742,Ok,Ok,Clean,Clean,Stable,79.304,65.14,110,Normal,0
67,2020-01-01T02:04:55,1487.33,75510.02,488.52,7.136,14520.4,70.86,83.3,3.246,28.22,38.12,3113.47,92.7,1423.18,74.63,0.4571,0.466,4.3749,1.1907,1.1326,6.7892,Ok,Ok,Clean,Clean,Stable,75.51,61.51,110,Normal,0
68,2020-01-01T02:06:49,1480.3,79389.11,521.974,7.191,15928.92,70.17,89.34,3.447,26.85,38.72,3131.16,95.0,1420.57,74.46,0.5223,0.4657,4.5843,1.3174,1.225,6.7426,Ok,Ok,Clean,Clean,Stable,79.389,67.29,110,Normal,0
69,2020-01-01T02:08:43,1492.5,74584.9,473.709,7.121,14274.66,71.19,83.23,3.569,26.91,36.55,3173.5,95.54,1354.27,73.43,0.4983,0.4565,4.3912,1.1315,1.0927,6.1758,Ok,Ok,Clean,Clean,Stable,74.585,58.88,110,Normal,0
70,2020-01-01T02:10:36,1489.45,82199.54,517.768,7.201,16377.51,72.66,86.73,3.774,24.71,36.53,3063.8,97.91,1442.55,75.07,0.4615,0.5061,4.6192,1.3398,1.2123,7.0015,Ok,Ok,Clean,Clean,Stable,82.2,68.15,110,Normal,0
71,2020-01-01T02:12:30,1491.75,81979.44,527.437,7.201,15508.6,72.09,86.14,3.441,27.15,37.21,3146.74,99.56,1448.17,75.17,0.5012,0.4818,4.5625,1.1801,1.2908,7.1273,Ok,Ok,Clean,Clean,Stable,81.979,66.5,110,Normal,0
72,2020-01-01T02:14:23,1489.19,81634.86,530.415,7.131,16340.94,73.51,87.01,3.39,26.6,37.5,3264.14,92.83,1413.88,74.54,0.5249,0.4564,4.6316,1.1184,1.372,6.9855,Ok,Ok,Clean,Clean,Stable,81.635,68.75,110,Normal,0
73,2020-01-01T02:16:17,1488.21,76447.2,487.187,7.006,14858.19,72.37,86.29,3.32,27.28,38.51,3176.17,97.04,1361.73,73.9,0.5268,0.4416,4.4133,1.1001,1.2742,6.4317,Ok,Ok,Clean,Clean,Stable,76.447,62.06,110,Normal,0
74,2020-01-01T02:18:10,1482.27,78579.35,495.919,7.053,15747.55,74.89,83.73,3.218,26.73,36.9,3183.95,93.68,1513.82,73.58,0.485,0.5024,4.4503,1.0611,1.294,6.7641,Ok,Ok,Clean,Clean,Stable,78.579,65.5,110,Normal,0
75,2020-01-01T02:20:04,1491.41,80829.28,516.485,7.088,15634.35,74.06,85.85,3.58,26.49,36.72,3073.14,95.89,1412.76,73.32,0.5111,0.4371,4.4265,1.1308,1.1658,7.1099,Ok,Ok,Clean,Clean,Stable,80.829,64.81,110,Normal,0
76,2020-01-01T02:21:58,1479.73,76877.3,490.62,7.223,14832.33,72.91,85.54,3.341,28.89,40.21,3012.58,92.58,1387.82,75.66,0.4863,0.4487,4.393,1.0484,1.1255,6.5527,Ok,Ok,Clean,Clean,Stable,76.877,62.79,110,Normal,0
77,2020-01-01T02:23:51,1494.51,81052.76,513.08,7.198,16212.64,75.51,85.26,3.31,27.28,38.55,3394.85,94.68,1415.18,74.23,0.5103,0.4649,4.4939,1.2176,1.2738,6.5643,Ok,Ok,Clean,Clean,Stable,81.053,66.49,110,Normal,0
78,2020-01-01T02:25:45,1490.22,88289.61,573.948,7.04,17027.52,74.8,85.02,3.323,26.35,37.82,3263.44,95.11,1399.17,73.57,0.5058,0.4571,4.8819,1.1494,1.3639,7.1337,Ok,Ok,Clean,Clean,Stable,88.29,73.17,110,Normal,0
79,2020-01-01T02:27:38,1492.24,82966.67,535.081,7.306,16288.37,72.72,88.29,3.788,26.74,39.77,3159.64,92.14,1490.81,75.03,0.5502,0.5032,4.5837,1.2417,1.1798,6.9387,Ok,Ok,Clean,Clean,Stable,82.967,69.22,110,Normal,0
80,2020-01-01T02:29:32,1495.14,84872.71,543.919,7.057,16748.24,72.71,85.0,3.314,25.51,35.51,3164.38,99.35,1420.03,72.93,0.5183,0.4449,4.3949,1.0775,1.3783,7.05,Ok,Ok,Clean,Clean,Stable,84.873,69.41,110,Normal,0
81,2020-01-01T02:31:25,1480.55,79506.66,499.553,7.037,15915.18,74.22,82.84,3.272,24.96,36.95,3245.83,99.34,1453.91,72.42,0.523,0.4442,4.4575,1.2272,1.1001,6.9281,Ok,Ok,Clean,Clean,Stable,79.507,66.94,110,Normal,0
82,2020-01-01T02:33:19,1486.57,81610.86,517.256,7.083,15921.38,75.74,88.46,3.355,28.34,39.28,3185.18,96.86,1396.01,76.14,0.5446,0.4355,4.4988,1.1772,1.2913,6.4474,Ok,Ok,Clean,Clean,Stable,81.611,66.79,110,Normal,0
83,2020-01-01T02:35:13,1492.86,79246.73,503.262,7.143,15344.57,74.18,83.01,3.337,25.47,37.92,3205.07,97.76,1367.49,71.05,0.4681,0.4215,4.2958,1.192,1.2476,6.5701,Ok,Ok,Clean,Clean,Stable,79.247,61.84,110,Normal,0
84,2020-01-01T02:37:06,1489.53,82418.38,529.479,7.073,15940.22,73.85,87.76,2.969,27.14,38.36,3162.76,100.59,1460.22,74.78,0.5269,0.4498,4.424,1.2415,1.1723,7.2157,Ok,Ok,Clean,Clean,Stable,82.418,66.38,110,Normal,0
85,2020-01-01T02:39:00,1490.28,84906.66,531.457,7.111,16953.56,72.8,85.77,3.112,28.65,41.33,3199.78,97.82,1430.2,77.64,0.5525,0.5001,4.8894,1.3502,1.1509,7.1685,Ok,Ok,Clean,Clean,Stable,84.907,70.41,110,Normal,0
86,2020-01-01T02:40:53,1486.05,81190.52,512.169,7.091,15742.49,72.26,86.8,3.659,26.74,36.07,3210.43,96.37,1448.55,73.84,0.5419,0.4023,4.5534,1.1888,1.2714,6.4806,Ok,Ok,Clean,Clean,Stable,81.191,66.75,110,Normal,0
87,2020-01-01T02:42:47,1479.45,85340.89,555.842,7.189,16340.27,73.55,89.31,3.241,27.23,39.69,3126.2,97.73,1354.15,75.17,0.5836,0.5505,4.8509,1.0671,1.2583,7.049,Ok,Ok,Clean,Clean,Stable,85.341,71.13,110,Normal,0
88,2020-01-01T02:44:40,1494.08,83705.13,535.665,7.246,16307.72,72.56,86.12,3.724,27.43,39.06,3333.59,95.53,1408.62,76.02,0.5385,0.396,4.6016,1.1441,1.3072,6.869,Ok,Ok,Clean,Clean,Stable,83.705,68.92,110,Normal,0
89,2020-01-01T02:46:34,1473.78,84297.48,545.683,7.153,16250.5,72.79,84.81,3.22,25.06,37.78,3156.0,93.72,1384.58,75.59,0.5456,0.3829,4.4523,1.3982,1.1179,7.0592,Ok,Ok,Clean,Clean,Stable,84.297,68.89,110,Normal,0
90,2020-01-01T02:48:28,1479.49,86895.55,565.89,7.231,16566.87,75.92,87.67,3.338,27.58,40.52,3252.69,95.97,1408.4,77.17,0.5391,0.4783,4.6187,1.2482,1.2343,6.9302,Ok,Ok,Clean,Clean,Stable,86.896,70.59,110,Normal,0
91,2020-01-01T02:50:21,1478.93,81532.9,524.198,7.194,16124.91,72.61,86.12,3.44,26.72,38.02,3162.41,95.45,1367.82,73.53,0.524,0.4601,4.7758,1.1935,1.195,6.7268,Ok,Ok,Clean,Clean,Stable,81.533,67.97,110,Normal,0
92,2020-01-01T02:52:15,1500.28,86899.59,549.213,7.326,17063.23,72.62,87.35,3.199,27.16,39.87,3225.63,97.03,1396.4,75.47,0.5895,0.4051,4.7678,1.2623,1.3059,7.0692,Ok,Ok,Clean,Clean,Stable,86.9,72.54,110,Normal,0
93,2020-01-01T02:54:08,1494.55,84707.02,539.532,7.343,16023.18,71.88,82.94,3.387,25.87,36.08,3259.31,94.41,1424.31,73.74,0.579,0.4626,4.6154,1.0255,1.2602,6.9852,Ok,Ok,Clean,Clean,Stable,84.707,68.99,110,Normal,0
94,2020-01-01T02:56:02,1482.92,82608.07,522.981,7.112,15848.25,73.79,86.06,3.365,27.72,38.42,3044.71,96.36,1433.98,75.06,0.5349,0.4267,4.8584,1.199,1.2045,6.5409,Ok,Ok,Clean,Clean,Stable,82.608,67.75,110,Normal,0
95,2020-01-01T02:57:55,1484.26,84848.61,552.995,7.268,17239.65,72.98,86.99,3.465,26.5,40.54,3259.79,98.25,1466.19,75.88,0.4889,0.5028,4.8466,1.2101,1.313,6.8242,Ok,Ok,Clean,Clean,Stable,84.849,71.47,110,Normal,0
96,2020-01-01T02:59:49,1480.98,80923.51,524.209,7.253,15465.57,69.45,86.01,3.425,25.36,37.99,3089.33,94.94,1423.16,73.55,0.5471,0.4256,4.9016,1.2123,1.3123,6.7316,Ok,Ok,Clean,Clean,Stable,80.924,66.74,110,Normal,0
